squareMeters,numberOfRooms,hasYard,hasPool,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
90215,1,0,0,3,2,2002,0,0,4332,499,0,9023674.2
93349,79,0,0,6,1,1995,1,1,4663,556,1,9342473.5
50226,60,1,0,10,8,2011,0,1,6669,414,0,5025237.1
46135,26,1,1,9,2,1990,0,1,623,174,0,4621995.0
16842,29,1,0,2,4,2007,1,1,4156,458,1,1690854.7
80815,39,1,0,8,4,1991,1,0,4318,306,0,8090478.1
88291,41,0,1,1,1,1997,1,1,9289,558,0,8832821.7
68481,29,1,0,3,7,2018,1,0,2678,744,0,6854417.8
41786,92,1,0,6,9,2003,0,0,2708,407,0,4188833.3
16661,43,1,1,5,7,1999,1,0,3422,148,0,1675849.9
6415,49,1,0,8,2,2008,0,0,6429,785,0,646205.8
1440,93,1,0,8,3,2012,1,0,257,507,0,150945.2
89115,16,0,1,10,6,2001,0,0,6854,360,0,8925347.1
55529,26,1,0,3,7,2006,0,1,58,849,1,5555606.6
54924,12,0,1,8,8,1995,1,0,5424,534,1,5501007.5
99819,37,1,0,8,2,1992,1,0,6344,213,0,9986201.2
34608,71,1,0,5,10,1992,1,1,8695,902,0,3468236.2
91036,45,0,0,5,3,2018,1,1,6440,114,0,9104801.8
62105,20,0,1,1,8,1994,1,0,934,724,0,6216917.4
41751,80,1,1,1,2,1998,1,0,6917,343,1,4186067.8
54016,21,1,1,8,9,1996,0,1,9129,772,0,5406725.6
40809,75,1,1,8,9,1990,1,1,638,133,1,4088548.0
20453,35,1,1,6,10,1998,0,0,3657,538,0,2050744.8
92974,48,1,0,1,9,2006,0,0,8907,595,0,9301880.6
9612,7,0,0,8,6,2005,1,1,1158,603,1,963488.5
9367,43,0,0,1,5,2002,0,0,1101,933,1,941614.2
83963,83,1,1,1,2,1994,0,0,7079,702,1,8406700.4
54980,50,0,0,4,7,2012,1,1,5595,355,0,5499011.2
70226,30,0,1,9,3,2008,1,1,8583,790,0,7032304.8
31786,9,1,0,2,1,2009,1,0,7818,567,1,3182233.9
28320,76,0,0,10,4,2017,0,1,1721,391,0,2833009.7
34893,45,1,1,4,2,1995,0,0,3494,897,0,3495808.5
88648,99,1,0,4,9,2001,0,1,7161,996,0,8870854.1
25251,31,0,0,2,9,2009,0,0,4886,856,0,2527587.9
8922,15,1,0,2,3,2014,1,1,1832,878,0,895070.4
39535,44,1,0,3,6,1996,0,0,5352,946,1,3958503.6
87047,55,1,0,10,4,2005,1,0,287,397,0,8709056.5
64851,13,0,1,7,7,1998,1,0,2127,301,0,6492448.8
34575,60,1,0,7,8,2001,0,0,5990,190,1,3465378.1
81837,30,0,0,1,3,2017,1,1,1009,513,0,8185059.7
25508,22,0,1,5,1,1994,1,0,4173,629,0,2560432.4
38701,64,0,1,3,4,1994,0,0,1762,662,0,3872401.4
4771,3,1,1,5,8,2008,1,1,260,150,0,485217.8
57841,25,1,0,8,2,2010,1,1,6340,303,1,5788581.0
11029,93,1,0,10,6,2010,1,1,8494,1000,1,1107498.0
58836,74,1,1,9,7,2017,0,0,8529,906,0,5888214.7
7438,70,1,1,10,3,2003,1,1,7412,921,0,753012.3
81498,95,1,1,6,10,2007,1,1,8658,787,1,8158900.7
70077,65,0,0,9,1,1990,1,0,6088,669,1,7012548.0
69882,74,0,1,2,10,2021,0,1,8172,517,1,7001142.1
16131,92,1,1,9,10,2011,0,1,8820,625,0,1625583.1
3524,83,1,1,9,8,1999,0,0,9642,641,1,362218.9
66843,40,0,1,3,4,1990,1,0,911,760,0,6686549.0
89168,7,0,1,9,6,2021,1,0,8588,982,1,8921146.1
28977,65,1,0,6,4,2008,0,1,4188,818,1,2905297.8
82188,54,0,1,1,3,2010,1,1,516,847,0,8228878.0
98704,3,1,1,6,5,1995,1,0,2485,826,1,9879924.5
89823,34,1,0,7,7,1990,1,1,5285,751,1,8990716.0
37410,41,0,1,5,3,2007,1,1,5129,574,0,3743925.7
13501,63,1,1,4,4,1999,1,1,9039,643,1,1356995.9
69696,34,0,1,6,1,2002,1,0,9049,112,0,6974054.2
43224,77,0,1,2,10,1991,0,0,3921,157,0,4326846.1
23547,2,1,1,9,3,2004,0,1,2027,467,1,2368617.4
37876,14,1,0,4,5,2001,0,0,7969,949,0,3789943.1
34260,6,1,0,7,6,2010,1,0,8429,924,0,3431013.0
56422,26,1,1,9,4,1994,1,1,3405,740,0,5650731.4
64380,48,0,1,5,2,2006,1,0,1690,433,1,6445810.6
75801,70,1,1,2,9,1992,0,0,6654,151,0,7590022.2
63147,3,0,1,8,4,1999,0,1,3837,350,0,6318843.9
51490,96,1,0,3,10,1998,0,0,3815,779,0,5157896.8
57060,74,1,1,2,8,1992,0,1,3248,709,0,5713895.2
74335,22,0,1,6,1,2010,1,0,2138,850,0,7440756.0
4161,28,1,0,6,5,1990,0,0,5298,961,1,423978.0
80257,3,1,0,8,8,2000,0,0,7626,355,0,8028585.0
85531,77,1,1,2,2,2008,0,0,5042,164,1,8563383.8
36311,71,1,1,7,3,2005,0,0,4167,476,1,3638456.5
35585,87,0,0,4,10,2008,1,0,8902,625,0,3561895.8
41965,17,1,1,9,4,2009,1,0,7008,969,0,4202078.9
49632,67,1,1,5,8,2007,1,1,7916,920,1,4975941.7
88906,97,1,1,1,9,1999,0,0,4179,674,1,8900096.9
43108,91,1,1,6,3,1996,1,1,1750,294,1,4317950.6
72350,63,0,1,9,4,2021,0,1,3686,397,1,7240015.1
2767,16,1,0,3,6,2016,1,0,5401,380,1,282383.6
90417,13,0,0,5,2,1996,0,0,301,771,0,9043733.6
52963,46,1,0,2,4,1993,1,0,21,873,0,5304444.3
40124,40,1,1,2,1,2015,1,1,5020,256,1,4020581.5
2834,32,1,1,5,2,1993,1,1,7674,886,1,298607.3
44810,37,1,1,9,8,1999,1,1,154,756,0,4496102.9
16551,19,0,0,5,5,2017,1,0,2960,900,0,1659456.7
69940,26,1,1,6,3,2006,1,1,6442,786,0,7005549.6
80068,50,1,0,8,10,2008,0,1,2497,936,0,8014310.8
41483,67,1,1,8,5,2007,0,0,5213,687,0,4157252.7
7966,92,1,1,8,1,1996,1,0,4786,218,0,806178.6
11660,99,1,1,9,2,1994,1,1,2253,463,1,1175301.4
76219,79,0,0,3,10,2002,0,0,873,209,1,7623030.2
36700,34,1,0,6,10,2017,1,1,7506,220,1,3680020.7
34053,47,0,1,8,4,2018,1,0,8935,709,1,3413933.8
48880,56,1,1,10,6,2019,0,1,9333,673,0,4896006.9
47725,82,0,1,4,1,2004,1,0,8308,664,1,4778144.4
38568,44,0,1,1,5,2017,1,1,1711,560,1,3866494.7
24497,27,1,1,8,4,2013,1,1,6184,536,0,2459173.3
68449,96,1,0,3,5,2012,1,0,7980,471,1,6852081.2
69394,99,1,1,4,9,1992,0,0,2732,397,1,6948330.2
98923,45,0,1,5,10,1997,1,1,4024,943,0,9899512.7
15927,8,0,0,1,10,1990,1,0,3741,992,1,1595237.0
23330,31,1,0,7,4,2006,1,1,2397,277,0,2336874.6
88857,100,0,0,1,6,2021,1,0,6224,419,0,8887817.1
64087,38,1,1,9,1,1997,1,0,364,715,1,6415886.7
47184,6,0,0,1,4,2013,0,1,5234,248,0,4719026.3
57652,27,1,1,8,9,1999,1,0,1905,309,0,5775100.9
12113,38,1,0,4,2,2010,1,1,6550,502,1,1218338.0
10320,59,0,0,9,9,2020,0,1,2433,978,1,1033047.0
18244,7,1,0,10,4,1992,0,0,9803,798,0,1830305.2
21850,98,0,1,4,3,2003,0,1,6409,898,0,2193665.3
38900,54,0,1,7,8,2012,0,0,2476,148,1,3899539.2
86836,59,1,0,3,2,1992,1,0,872,396,1,8687510.2
76847,62,1,1,7,8,2012,0,0,9378,836,1,7692386.2
40131,12,0,1,4,9,2017,0,1,1427,507,1,4015913.7
5399,72,0,0,5,8,2002,0,0,6996,155,0,541400.2
78766,74,1,1,5,7,2004,0,0,6686,983,0,7885472.4
44524,21,1,0,4,6,2011,0,0,2638,181,1,4458898.1
36016,37,1,1,9,6,1996,1,0,5238,901,0,3609085.6
38525,88,0,0,10,2,1998,0,0,2014,982,1,3856259.8
83630,84,0,0,3,6,1996,0,0,337,124,0,8365831.6
95012,69,1,1,4,7,1993,0,1,9355,812,0,9507621.3
56093,48,1,0,1,1,2015,1,0,8845,704,0,5612610.5
97125,55,0,0,5,9,1991,1,0,6145,132,0,9717846.1
96862,60,1,0,3,4,2010,0,0,7290,386,0,9692136.0
76559,85,1,1,9,6,2007,1,0,6140,156,0,7667379.7
17118,9,1,0,9,10,1992,0,0,1058,665,1,1715896.2
2474,18,1,1,3,4,2000,1,1,124,808,1,255687.0
89245,56,1,0,3,7,2021,1,0,151,319,1,8929089.1
8649,13,1,0,3,2,2003,1,1,7963,198,0,866991.3
55052,6,0,0,7,8,1992,1,0,5499,683,1,5506954.2
20795,40,0,0,9,10,2021,1,0,2716,985,1,2083472.1
26851,33,1,0,3,8,2021,0,1,4503,973,0,2696192.1
37501,82,0,1,8,4,2005,0,1,2574,323,0,3753718.5
55210,36,1,1,5,2,1990,1,0,9641,639,0,5534621.0
28881,24,0,0,3,10,2003,0,1,8218,843,1,2890767.3
76357,62,0,0,9,10,2014,1,0,9152,302,1,7641162.4
4615,43,0,0,10,2,1993,1,1,3684,416,0,464557.3
55913,28,1,0,10,10,1998,1,0,5350,424,1,5597100.8
78379,89,0,1,1,9,2012,1,1,2996,250,0,7845500.2
34251,49,1,1,2,8,2011,0,1,1617,628,0,3436757.1
86399,80,1,0,5,4,1998,0,1,6583,320,0,8644081.8
39383,13,0,0,10,9,1994,0,1,33,864,1,3948123.4
56477,25,1,0,8,3,2021,1,1,6692,123,0,5654683.1
41039,31,0,1,4,8,2004,1,1,561,291,1,4109145.4
40212,25,1,1,1,6,2002,1,1,2037,566,1,4031505.2
49667,13,1,1,6,5,1993,0,1,8626,488,1,4981644.3
94185,46,1,0,3,10,2015,1,0,2952,738,1,9422126.5
8587,84,0,0,2,7,2004,1,0,899,742,0,863836.4
48209,96,1,0,2,2,2002,1,0,7112,399,1,4824521.2
86196,25,0,1,6,8,1998,0,1,3049,278,0,8632393.8
85811,63,0,0,1,2,1990,1,1,6431,573,0,8585142.0
83781,49,1,0,3,7,2004,0,1,4861,541,1,8380398.4
93186,72,0,1,5,7,1999,1,1,9578,324,0,9324080.9
40170,56,1,0,5,5,2021,1,0,5171,766,0,4027462.1
51550,1,0,1,3,1,1990,1,0,2832,942,1,5162107.0
60450,94,1,0,8,3,2018,0,1,406,757,1,6049182.8
32032,97,0,1,1,8,1994,1,1,2837,641,1,3211995.4
34341,31,0,1,1,1,1990,1,0,7361,773,1,3438239.0
76231,13,1,1,2,3,2016,1,0,3950,179,1,7630312.6
48293,39,0,0,8,2,2019,1,1,8544,310,0,4834765.9
73176,77,0,0,9,6,1997,1,1,6319,712,1,7320329.7
79833,76,1,0,6,10,1996,0,0,29,507,1,7996012.6
18996,80,1,1,3,9,1996,0,0,5209,645,1,1909482.6
27040,94,1,0,9,6,1997,1,1,2429,166,1,2709165.7
97020,26,1,1,1,4,2017,1,1,5305,135,0,9709732.7
29888,51,1,0,2,4,2004,0,1,844,904,1,2993396.4
36794,79,1,0,5,2,2013,1,0,3235,386,0,3684574.3
65151,3,1,1,9,9,1995,0,0,9656,304,0,6522454.5
24376,58,0,0,9,8,1994,1,1,8066,893,1,2440665.4
40337,18,1,0,10,8,2003,0,1,3339,848,1,4038079.3
38709,63,1,0,3,4,2015,0,1,1944,485,0,3876891.5
20276,99,0,0,8,10,1994,1,1,7180,834,0,2031824.4
2242,31,1,0,1,1,2001,1,1,7075,165,0,235096.1
41665,63,0,1,6,4,2013,0,0,9230,916,1,4177468.3
22290,58,0,1,3,4,2010,1,1,5223,186,1,2237880.0
7006,42,1,0,1,8,2013,1,1,7534,731,1,707042.3
69192,47,0,1,9,6,1993,1,1,4078,767,1,6924996.3
66119,39,1,0,8,5,1991,0,1,5860,537,1,6617914.1
46204,1,0,1,1,10,1997,0,0,8771,101,0,4627498.7
18564,19,0,1,4,6,2018,1,0,3316,864,1,1860039.8
1885,81,0,0,9,6,1994,1,0,4447,301,1,191971.4
31328,54,1,1,10,5,1993,0,0,7677,109,0,3143977.3
85883,94,0,0,5,4,1991,0,1,4613,793,0,8590524.1
35791,35,1,1,8,5,2010,0,1,9357,173,1,3587493.0
26540,98,1,0,2,5,2018,0,0,7378,192,0,2659404.8
97365,90,0,0,4,10,2007,1,1,9302,491,1,9738114.7
34022,1,1,0,4,4,1996,0,1,3603,412,0,3406116.6
95455,15,0,1,3,6,2019,0,0,6529,953,1,9558236.9
63099,32,1,1,2,9,1998,1,0,4309,274,0,6319109.8
64052,17,0,1,1,9,2003,0,0,2837,539,0,6408854.3
6253,87,0,0,5,10,2017,1,1,7079,408,0,626613.7
66657,25,0,0,4,10,1997,0,0,6454,285,1,6668307.7
42674,36,0,1,3,3,2014,1,1,4636,177,0,4269275.4
34669,61,0,1,1,5,2000,1,1,7936,809,1,3472884.0
77643,56,0,0,4,7,2011,1,1,955,955,1,7771146.1
61734,28,0,1,3,9,2016,1,0,6757,708,0,6185807.6
19718,16,1,1,5,8,2000,1,0,1897,719,0,1980264.0
54333,63,0,0,2,3,2002,0,0,9576,779,0,5433936.2
63297,55,1,0,4,3,2011,1,0,5359,828,0,6335162.1
54172,74,0,0,3,8,1999,1,0,6026,274,1,5417909.9
71362,82,1,1,9,6,2007,0,0,2951,173,0,7143972.7
98258,16,1,0,3,4,2014,0,0,1528,796,0,9829479.4
48524,37,0,0,8,10,2014,1,1,1957,383,0,4858483.4
64513,82,0,0,4,3,2003,0,1,7431,861,1,6454630.3
93762,86,0,0,10,6,2000,1,0,3878,925,0,9385104.0
5110,3,0,1,10,5,2007,0,0,3300,221,0,522829.7
98822,8,0,1,1,5,2003,0,1,7318,337,1,9885598.3
68572,54,1,1,7,10,2011,0,1,7267,959,1,6866663.1
770,68,0,0,4,8,2010,0,1,8681,679,0,83521.0
96930,14,0,0,9,3,1994,0,0,3924,256,0,9701569.4
79652,93,0,1,5,1,2008,0,1,4996,261,0,7972747.8
30138,93,0,1,5,3,2015,1,0,7658,149,0,3018674.5
32471,15,0,1,1,7,1990,0,0,7094,853,0,3255201.0
47768,81,0,1,10,10,1996,0,0,9614,203,1,4781426.6
17016,82,1,1,9,9,2010,1,0,6166,572,1,1712726.0
85187,75,0,1,6,10,1990,0,1,5245,856,0,8521819.0
25982,16,1,1,6,6,2019,1,0,1896,280,1,2607420.9
18307,76,0,0,6,8,2009,1,1,3188,707,1,1832205.9
69180,63,0,0,9,9,1993,1,1,9378,686,0,6920799.3
19714,32,0,0,1,1,2003,0,0,5509,318,1,1978706.3
9737,37,1,0,7,7,2017,0,0,3023,917,1,979748.7
25405,91,0,0,9,5,1993,0,1,7113,247,1,2541947.3
87685,37,0,1,2,9,2014,1,0,2948,988,1,8772035.4
80046,94,1,1,3,7,2003,1,1,5968,944,1,8014282.3
45305,47,0,0,1,3,2001,0,1,6427,747,0,4533446.1
55814,100,1,0,10,3,1999,1,0,8796,919,0,5591445.9
19969,96,1,0,10,4,2011,0,0,2056,799,1,2003559.1
29524,52,0,1,9,3,2020,1,1,5614,989,1,2965157.0
380,4,1,1,7,5,2002,1,0,1608,201,0,45184.2
69173,49,1,1,5,5,2007,1,0,2803,968,1,6929298.7
62155,59,1,1,1,6,2007,1,1,1697,456,1,6225416.7
37006,8,1,0,5,7,1990,0,1,6837,455,0,3709125.0
32974,12,1,1,8,8,2018,1,1,952,859,1,3303547.8
51933,53,1,1,8,7,2006,1,0,8220,152,1,5202028.6
72467,18,1,1,5,9,2004,0,0,7539,213,1,7257594.4
25704,43,1,0,4,7,1996,1,1,1012,349,1,2575019.6
74052,80,1,0,8,10,1993,1,0,5406,604,0,7413316.3
2548,75,1,0,7,8,1991,0,0,1933,473,0,261533.1
4187,100,1,0,2,3,2004,0,0,3883,393,1,421086.4
86122,92,0,1,7,4,2020,0,0,677,874,1,8622607.0
15561,18,0,1,5,8,2008,1,1,190,423,1,1559588.8
54045,35,1,1,2,7,2015,1,0,8776,181,1,5415620.5
77429,70,1,1,9,4,1990,0,1,207,334,1,7747748.0
24578,60,0,1,5,3,2000,0,0,3695,662,1,2463051.0
56540,64,1,1,1,3,1990,0,1,3689,346,0,5665613.0
38761,7,0,1,5,9,2018,1,1,6570,512,0,3879029.8
52282,78,0,0,5,5,1994,0,1,4054,186,1,5233745.4
51497,16,1,0,2,9,1998,1,0,3139,754,1,5154045.8
25063,48,0,0,8,9,2019,0,1,7677,486,1,2516001.9
39910,75,1,0,3,5,2017,0,1,5458,241,1,3997816.7
41439,87,1,0,8,8,2006,0,0,8113,340,1,4150655.6
85788,54,1,0,7,9,1992,0,0,8497,623,1,8584134.2
7499,47,0,1,6,6,2020,0,0,7887,773,0,752861.0
67491,25,1,0,10,4,1997,0,1,9439,551,0,6753697.7
196,56,0,1,8,6,2014,1,0,2663,403,1,23818.4
27503,90,0,0,9,8,1995,0,1,6284,291,1,2752897.5
875,29,1,1,7,4,2009,1,0,3570,170,0,94145.9
92151,67,1,0,2,2,2014,0,1,7860,455,1,9228543.4
2646,5,1,0,10,8,2021,0,0,1143,443,0,271693.1
79647,3,1,1,6,5,2001,0,0,4387,775,0,7974272.1
18315,64,0,0,3,7,2001,0,1,2273,123,0,1837517.1
43224,55,0,1,5,7,2007,1,1,3889,522,0,4327213.7
8423,41,1,0,4,5,2009,1,1,7805,168,1,848903.9
62766,25,1,1,3,5,2013,0,1,4652,724,1,6281751.3
28106,70,0,0,3,2,1990,0,0,2819,150,1,2812207.0
72178,26,0,0,8,6,1990,1,0,8235,723,0,7219819.0
66866,12,1,0,5,4,1993,0,1,8431,122,1,6692180.3
1296,39,0,1,10,1,2005,0,1,4394,390,1,134386.5
27302,4,0,0,6,8,2020,1,0,6334,381,0,2731742.0
60166,29,1,0,2,9,1995,0,1,396,142,1,6020914.5
52297,79,0,1,7,10,2010,1,0,8046,993,0,5236809.0
82968,98,1,0,9,8,1998,1,0,6424,601,0,8308551.8
88977,68,0,0,3,6,1998,0,0,126,231,1,8901399.8
51182,34,0,0,1,6,2000,1,0,9186,502,1,5120582.0
84400,35,0,1,1,2,2000,1,1,426,219,0,8443276.0
39699,99,0,1,2,3,2007,0,0,9525,358,0,3979425.7
78396,52,1,0,7,5,2016,0,1,3778,968,0,7845427.6
30894,25,0,0,10,7,2020,1,1,3323,291,1,3090970.0
30164,37,0,0,6,5,2017,1,1,1904,399,0,3021646.7
5264,4,1,0,6,7,2000,1,1,1666,377,1,535227.0
69246,63,1,0,5,3,1995,1,1,4516,154,0,6927717.5
13405,13,1,1,1,4,2017,1,0,8113,921,0,1350019.7
61869,96,0,0,2,2,2013,0,1,6093,343,0,6187458.3
79666,66,0,1,9,8,2007,0,0,2193,399,1,7969998.7
16257,5,0,0,6,7,2016,1,1,7940,679,0,1626865.6
8515,68,1,1,3,10,2010,0,0,2324,537,1,860887.0
41832,91,1,1,1,7,2012,1,0,1528,893,0,4192258.2
37098,69,1,0,5,4,2014,0,1,3009,862,0,3713807.4
24604,28,1,0,4,8,2020,0,1,1129,662,1,2472003.0
42098,82,0,0,7,1,2013,0,1,6078,751,0,4217661.3
40926,15,0,0,9,10,2009,0,0,5434,335,1,4098433.9
6459,52,1,0,6,2,1996,0,1,5048,635,0,652739.6
86353,55,1,1,3,3,2018,1,1,4619,462,1,8639234.8
43954,38,1,1,7,9,2003,1,1,3088,846,0,4401306.3
73568,8,0,0,6,7,1998,0,0,6621,464,1,7358227.8
36343,1,1,0,2,4,2013,1,1,6632,291,1,3641586.3
65797,89,1,0,2,6,2002,0,1,9074,396,1,6584708.2
32191,41,1,0,1,5,2009,1,1,3288,707,1,3224795.9
13574,88,1,1,6,9,2006,1,1,3768,1000,1,1363541.6
20683,36,0,1,4,2,1995,1,1,528,576,1,2076684.5
48100,18,1,1,5,1,1998,1,1,6066,790,1,4821619.8
14142,21,0,0,7,3,2021,0,1,9113,287,1,1415823.1
518,35,1,0,2,2,1995,1,0,6158,808,0,58191.5
24631,96,0,0,4,1,2010,0,1,4126,481,0,2465183.0
41178,97,1,1,8,10,1992,0,0,3529,652,0,4128828.2
92787,82,1,1,8,4,1990,1,1,1351,647,1,9287386.0
33190,84,1,0,6,9,2016,1,0,6824,687,1,3326422.6
85059,90,0,1,6,6,2018,1,0,5470,762,0,8512407.8
85569,56,1,1,5,1,2019,1,1,1784,811,0,8562874.9
36140,96,0,1,9,1,2011,0,1,7608,748,0,3619301.1
38812,19,0,0,2,8,2009,1,1,302,635,1,3882476.9
61263,53,0,0,2,5,1994,1,1,9808,236,0,6128289.4
39453,62,1,1,4,8,2021,1,0,5382,668,0,3954111.1
53063,39,1,0,8,8,2002,1,0,4749,769,1,5315445.2
9539,35,0,0,9,1,2014,0,1,3572,155,1,955981.4
5090,11,1,0,2,7,2000,0,1,1795,512,1,514415.0
25765,67,1,1,2,7,2015,1,1,6281,882,1,2585769.5
4134,42,1,1,9,5,2019,1,1,8859,700,0,426775.9
35216,26,0,1,4,2,2013,0,0,4620,282,1,3528669.3
51383,82,1,1,3,2,2016,1,1,8740,674,0,5146945.6
19446,22,1,0,1,10,2018,1,0,1437,391,1,1947709.8
26291,88,1,1,10,1,2021,0,1,416,127,1,2641330.1
48353,19,0,0,9,6,1991,1,0,1169,153,1,4843230.1
59649,55,0,1,3,4,2000,1,0,1066,507,0,5967491.0
37557,3,1,0,5,8,1999,1,1,755,984,0,3764785.9
21502,22,1,0,1,3,2017,0,1,5288,827,1,2158299.7
29444,29,0,0,7,6,2008,1,0,8178,199,1,2947292.8
74274,64,0,1,1,6,1991,0,0,8878,757,0,7432674.1
49731,77,1,0,2,2,1990,1,1,1446,434,0,4975166.0
86718,55,0,0,1,8,2003,0,1,1608,729,1,8672580.3
16267,24,0,1,10,7,2015,0,0,5479,345,1,1629931.5
15307,47,0,1,10,2,2005,0,1,3608,295,0,1538791.5
49466,35,0,1,4,7,2014,0,0,2235,110,0,4953389.4
58624,93,0,1,2,8,2019,0,0,9365,398,0,5870459.9
67371,89,1,0,1,2,1994,0,1,2161,807,0,6746013.4
52956,64,1,0,6,5,2020,0,1,6280,462,0,5303955.0
49399,76,1,1,8,8,2001,1,0,8078,242,1,4950254.1
35423,62,1,1,4,5,2019,1,1,4448,556,1,3547246.9
48032,91,0,1,10,9,2016,0,1,2287,381,1,4810320.6
92391,15,0,0,8,3,2009,0,1,2212,456,0,9241057.9
39130,94,0,0,10,5,2020,0,1,1792,470,1,3914756.0
54337,33,1,1,9,1,2012,1,0,6833,694,0,5441692.2
98764,66,0,0,4,10,2006,1,0,7206,455,1,9879117.6
42847,91,0,1,1,10,2008,0,1,4344,588,1,4288330.8
33764,43,1,1,6,2,2007,0,0,7408,595,1,3389722.7
32758,51,1,1,6,10,2021,0,1,7548,678,0,3282188.1
64736,94,1,0,2,2,2016,1,0,9847,443,1,6480225.6
6118,7,0,0,4,1,2019,1,1,7278,861,1,616891.9
62616,62,1,1,3,9,2003,1,1,9019,835,0,6270489.3
8518,62,0,1,10,1,2012,1,1,2261,104,0,858004.2
54366,73,0,1,1,3,2005,0,1,5120,393,0,5443046.5
52421,79,0,1,9,5,1994,0,1,2290,369,0,5250391.4
39862,94,0,0,4,8,1995,1,1,9131,414,1,3988399.5
96018,65,0,0,2,5,1996,1,0,5812,963,1,9606040.6
94570,90,0,1,5,4,1997,0,1,2875,970,0,9464877.7
1175,21,0,1,9,4,2015,1,1,9592,592,0,122471.5
14641,25,1,1,5,2,2019,1,1,8063,535,0,1473780.9
30385,44,1,1,3,4,2013,1,1,1210,761,1,3051131.3
23854,10,1,0,8,3,2004,0,1,3882,253,0,2390350.4
99354,49,0,0,9,4,2004,0,0,4318,954,0,9942738.4
79464,97,0,1,2,10,2003,1,0,2747,723,1,7952013.3
80209,67,1,1,1,1,2001,1,1,2483,494,1,8027741.1
47084,2,1,0,2,5,1999,1,0,5826,575,0,4717867.9
75901,87,0,1,10,7,1998,1,0,9385,281,0,7594895.8
69919,54,0,1,9,1,2016,0,1,9331,500,0,6997870.6
41594,7,0,0,2,1,2021,1,0,8257,257,0,4160091.1
52162,16,0,0,7,3,1997,0,0,8191,239,0,5220357.7
60168,71,0,1,7,8,1991,0,1,2369,252,0,6021842.1
53146,30,0,0,10,8,2002,0,0,2207,541,0,5316210.2
24136,47,0,0,6,6,2015,0,0,9862,487,1,2415551.5
50294,95,0,1,1,8,2010,1,1,280,947,1,5034880.0
84964,44,1,0,9,8,1998,1,1,1889,891,1,8503675.8
18208,8,0,1,4,1,2019,1,0,642,123,0,1828906.9
43859,14,0,0,4,9,2021,1,0,35,780,1,4386678.1
52684,87,0,1,1,3,1990,0,0,7732,533,0,5278268.0
44683,7,0,1,3,3,2009,1,0,4564,901,1,4478099.9
6203,50,0,0,5,10,2018,1,1,5438,853,1,625883.8
82511,35,0,1,3,5,2020,1,1,2628,127,0,8257231.0
71999,79,0,0,2,5,1997,1,0,5515,460,0,7203573.7
26883,68,1,0,3,2,1994,0,1,3583,620,0,2694154.4
12629,13,1,0,6,1,2008,0,0,8921,859,0,1267009.8
91709,44,1,0,2,1,2006,0,0,8151,225,1,9179791.6
2334,34,0,1,4,8,2020,1,1,6054,161,1,237756.0
8700,57,0,0,2,2,2018,0,0,4450,600,1,874129.8
46119,14,0,1,8,1,1998,0,1,9174,742,1,4619757.8
71199,3,1,0,5,3,2011,1,0,4509,856,0,7124887.1
27226,80,0,0,10,2,2014,0,1,2978,775,1,2726812.4
9940,2,1,1,7,4,2014,0,1,5152,205,0,1003072.4
98580,21,0,1,3,5,1990,1,1,3988,960,0,9863261.0
12604,90,1,0,9,9,2018,0,1,3366,909,0,1267881.8
85016,46,1,0,1,3,2010,1,0,2665,881,0,8509064.0
67625,42,1,0,7,8,2013,1,1,201,278,1,6771896.3
47740,99,0,0,6,4,2017,1,0,2918,552,0,4777126.7
74234,94,1,0,2,5,2014,0,1,9576,734,1,7426071.4
40006,89,1,1,4,2,2006,0,0,7358,813,1,4007111.6
88108,55,1,1,3,3,2003,0,0,274,469,1,8822236.3
54421,23,1,1,2,5,1993,0,1,9390,261,0,5453842.3
7608,54,0,0,2,7,2014,1,1,937,717,0,768431.4
94981,43,1,1,1,4,2015,1,1,4133,814,1,9511938.5
34053,39,1,0,3,1,1991,0,0,9813,142,1,3410530.1
3584,33,0,1,9,8,2019,1,1,6355,562,0,362799.9
14115,92,1,0,6,5,2007,0,0,4415,949,1,1423276.7
5289,22,1,0,6,5,2016,0,1,3804,800,1,533700.6
68122,5,1,0,1,10,1999,0,1,5384,736,1,6817832.9
13905,62,1,0,10,7,2004,0,1,7859,257,1,1397942.4
42395,22,0,1,7,5,2018,1,1,3797,644,1,4247150.8
75681,7,0,0,4,4,2012,0,0,1,510,1,7570076.2
8161,36,1,1,3,3,2010,1,0,2318,410,0,827591.0
17779,66,0,1,8,10,2007,1,1,5716,360,0,1782565.7
48794,71,0,1,8,7,2011,1,1,55,245,1,4883814.1
3010,16,0,0,6,1,1993,0,1,3732,575,1,303807.3
90837,37,1,1,8,8,1999,1,1,6327,667,0,9090669.9
20795,47,0,1,10,7,2000,0,0,4179,945,1,2086273.0
87239,3,1,1,6,4,2012,0,1,1532,494,0,8734952.2
89115,48,1,0,5,9,2004,0,1,9067,398,0,8915897.4
15897,43,0,1,2,7,2020,0,0,7266,390,1,1597325.0
73666,21,0,0,5,1,2006,0,0,6661,267,0,7369418.6
96276,35,1,0,2,3,2006,0,1,1126,218,0,9637443.6
36858,26,0,1,9,3,1991,0,0,902,350,1,3691169.1
92629,33,0,0,3,3,2005,0,1,1728,435,1,9265133.5
85456,85,1,0,1,5,2008,1,0,5306,285,0,8549600.8
